재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 1분기 3개월	당기 1분기 누적	전기 1분기 3개월	전기 1분기 누적	전기	전전기
손익계산서, 기능별 분류 - 연결재무제표	[032640]	LG유플러스	유가증권시장상장법인	612	전기 통신업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations	      계속영업과중단영업 기본주당이익	460	460	341	341		
손익계산서, 기능별 분류 - 연결재무제표	[032640]	LG유플러스	유가증권시장상장법인	612	전기 통신업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromContinuingOperations	      계속영업 기본주당이익	460	460	341	341		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	3,070,252,186,444	3,070,252,186,444	1,972,823,375,571	1,972,823,375,571		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	2,561,762,204,468	2,561,762,204,468	1,668,071,004,062	1,668,071,004,062		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	508,489,981,976	508,489,981,976	304,752,371,509	304,752,371,509		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	영업비용	161,667,040,637	161,667,040,637	128,989,840,266	128,989,840,266		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	entity00105961_udf_IS_20171169416613_TotalSellingGeneralAdministrativeExpenses	   판매비	50,850,007,817	50,850,007,817	31,769,228,325	31,769,228,325		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	entity00105961_udf_IS_2017116941977_TotalSellingGeneralAdministrativeExpenses	   관리비	29,554,618,909	29,554,618,909	24,346,625,947	24,346,625,947		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	entity00105961_udf_IS_20171169421867_TotalSellingGeneralAdministrativeExpenses	   연구개발비	81,262,413,911	81,262,413,911	72,873,985,994	72,873,985,994		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	346,822,941,339	346,822,941,339	175,762,531,243	175,762,531,243		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타영업외수익	63,441,991,268	63,441,991,268	58,182,948,987	58,182,948,987		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타영업외비용	68,798,628,969	68,798,628,969	67,099,816,319	67,099,816,319		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	7,427,962,723	7,427,962,723	8,124,448,250	8,124,448,250		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	15,628,408,200	15,628,408,200	27,886,245,996	27,886,245,996		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	333,265,858,161	333,265,858,161	147,083,866,165	147,083,866,165		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	80,963,830,502	80,963,830,502	37,749,805,597	37,749,805,597		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업 분기순이익	252,302,027,659	252,302,027,659	109,334,060,568	109,334,060,568		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업 분기순손실	-889,199,980	-889,199,980	-28,761,780,996	-28,761,780,996		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	251,412,827,679	251,412,827,679	80,572,279,572	80,572,279,572		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	계속영업당기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분	252,302,027,659	252,302,027,659	109,334,060,568	109,334,060,568		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분						
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	entity00105961_udf_IS_202128174115199_IncomeStatementAbstract	중단영업 분기순손실의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	entity00105961_udf_IS_202128174222773_udf_IS_202128174115199_IncomeStatementAbstract	   지배기업의 소유주지분	-889,199,980	-889,199,980	-28,761,780,996	-28,761,780,996		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당이익 [abstract]						
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromContinuingOperations	   계속영업기본주당이익	10,662	10,662	4,620	4,620		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations	   중단영업기본주당손실	-38	-38	-1,215	-1,215		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations	   계속영업희석주당이익	10,662	10,662	4,620	4,620		
손익계산서, 기능별 분류 - 연결재무제표	[011070]	LG이노텍	유가증권시장상장법인	262	전자부품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations	   중단영업희석주당손실	-38	-38	-1,215	-1,215		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	18,809,481,000,000	18,809,481,000,000	14,727,803,000,000	14,727,803,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	13,933,446,000,000	13,933,446,000,000	10,834,056,000,000	10,834,056,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	4,876,035,000,000	4,876,035,000,000	3,893,747,000,000	3,893,747,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	3,359,389,000,000	3,359,389,000,000	2,803,343,000,000	2,803,343,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	entity00401731_udf_IS_201710251846565_TotalSellingGeneralAdministrativeExpenses	   판매비	2,067,618,000,000	2,067,618,000,000	1,685,336,000,000	1,685,336,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	entity00401731_udf_IS_2017102518467157_TotalSellingGeneralAdministrativeExpenses	   관리비	327,746,000,000	327,746,000,000	290,579,000,000	290,579,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	entity00401731_udf_IS_2017102518468687_TotalSellingGeneralAdministrativeExpenses	   연구개발비	599,621,000,000	599,621,000,000	571,737,000,000	571,737,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	entity00401731_udf_IS_20171025184610585_TotalSellingGeneralAdministrativeExpenses	   서비스비	364,404,000,000	364,404,000,000	255,691,000,000	255,691,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	1,516,646,000,000	1,516,646,000,000	1,090,404,000,000	1,090,404,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	195,341,000,000	195,341,000,000	290,445,000,000	290,445,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	210,629,000,000	210,629,000,000	405,645,000,000	405,645,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	entity00401731_udf_IS_20171025184822589_IncomeStatementAbstract	지분법손실	83,575,000,000	83,575,000,000	-77,143,000,000	-77,143,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타영업외수익	480,609,000,000	480,609,000,000	1,237,012,000,000	1,237,012,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타영업외비용	571,921,000,000	571,921,000,000	745,700,000,000	745,700,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순이익	1,493,621,000,000	1,493,621,000,000	1,389,373,000,000	1,389,373,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	324,476,000,000	324,476,000,000	302,642,000,000	302,642,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익	1,169,145,000,000	1,169,145,000,000	1,086,731,000,000	1,086,731,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순이익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분	998,269,000,000	998,269,000,000	1,025,438,000,000	1,025,438,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	170,876,000,000	170,876,000,000	61,293,000,000	61,293,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당순이익(단위:원)						
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   기본주당순이익:						
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	entity00401731_udf_IS_20171025185124770_BasicEarningsLossPerShare	      보통주기본주당순이익	5,543	5,543	5,694	5,694		
손익계산서, 기능별 분류 - 연결재무제표	[066570]	LG전자	유가증권시장상장법인	264	통신 및 방송 장비 제조업	12	2021-03-31	1분기보고서	KRW	entity00401731_udf_IS_20171025185128414_BasicEarningsLossPerShare	      우선주기본주당순이익	5,555	5,555	5,706	5,706		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출액	773,756,000,000	773,756,000,000	723,693,000,000	723,693,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	569,010,000,000	569,010,000,000	535,907,000,000	535,907,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	204,746,000,000	204,746,000,000	187,786,000,000	187,786,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	176,745,000,000	176,745,000,000	166,968,000,000	166,968,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익	28,001,000,000	28,001,000,000	20,818,000,000	20,818,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	영업외수익	28,290,000,000	28,290,000,000	6,523,000,000	6,523,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	영업외비용	4,837,000,000	4,837,000,000	6,750,000,000	6,750,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	894,000,000	894,000,000	1,048,000,000	1,048,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	7,226,000,000	7,226,000,000	11,006,000,000	11,006,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	entity00759513_udf_IS_201851423148499_IncomeStatementAbstract	지분법손익	0	0	-249,000,000	-249,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세비용차감전순손익	45,122,000,000	45,122,000,000	10,384,000,000	10,384,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	11,895,000,000	11,895,000,000	5,713,000,000	5,713,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromContinuingOperations	계속영업분기순손익	33,227,000,000	33,227,000,000	4,671,000,000	4,671,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossFromDiscontinuedOperations	중단영업손익	104,000,000	104,000,000	-343,000,000	-343,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순손익	33,331,000,000	33,331,000,000	4,328,000,000	4,328,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분기순손익의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주	33,501,000,000	33,501,000,000	4,594,000,000	4,594,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	entity00759513_udf_IS_2018514225733131_ProfitLossAttributableToOwnersOfParent	      계속영업손익	33,397,000,000	33,397,000,000	4,937,000,000	4,937,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	entity00759513_udf_IS_2018514225749947_ProfitLossAttributableToOwnersOfParent	      중단영업손익	104,000,000	104,000,000	-343,000,000	-343,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	-170,000,000	-170,000,000	-266,000,000	-266,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	entity00759513_udf_IS_201851422589811_ProfitLossAttributableToNoncontrollingInterests	      계속영업손익	-170,000,000	-170,000,000	-266,000,000	-266,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	entity00759513_udf_IS_2018514225821915_ProfitLossAttributableToNoncontrollingInterests	      중단영업손익	0	0	0	0		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_EarningsPerShareAbstract	주당손익						
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShare	   보통주						
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromContinuingOperations	      기본주당계속영업손익	3,347	3,347	494	494		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_BasicEarningsLossPerShareFromDiscontinuedOperations	      기본주당중단영업손익	9	9	-35	-35		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShare	   우선주						
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromContinuingOperations	      우선주당계속영업손익	3,360	3,360	507	507		
손익계산서, 기능별 분류 - 연결재무제표	[108670]	LG하우시스	유가증권시장상장법인	222	플라스틱제품 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_DilutedEarningsLossPerShareFromDiscontinuedOperations	      우선주당중단영업손익	9	9	-35	-35		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_Revenue	매출	9,650,032,000,000	9,650,032,000,000	6,729,169,000,000	6,729,169,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_CostOfSales	매출원가	7,192,705,000,000	7,192,705,000,000	5,619,736,000,000	5,619,736,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_GrossProfit	매출총이익	2,457,327,000,000	2,457,327,000,000	1,109,433,000,000	1,109,433,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와 관리비	1,049,183,000,000	1,049,183,000,000	903,577,000,000	903,577,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	dart_OperatingIncomeLoss	영업이익 (손실)	1,408,144,000,000	1,408,144,000,000	205,856,000,000	205,856,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceIncome	금융수익	158,456,000,000	158,456,000,000	116,881,000,000	116,881,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_FinanceCosts	금융비용	195,137,000,000	195,137,000,000	410,600,000,000	410,600,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	entity00356361_udf_IS_20171031164930462_IncomeStatementAbstract	지분법손익	1,934,000,000	1,934,000,000	1,222,000,000	1,222,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherGains	기타영업외수익	315,923,000,000	315,923,000,000	625,130,000,000	625,130,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	dart_OtherLosses	기타영업외비용	262,693,000,000	262,693,000,000	380,920,000,000	380,920,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossBeforeTax	법인세차감전순이익	1,426,627,000,000	1,426,627,000,000	157,569,000,000	157,569,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_IncomeTaxExpenseContinuingOperations	법인세비용	384,034,000,000	384,034,000,000	107,773,000,000	107,773,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	entity00356361_udf_IS_2020511131449986_IncomeStatementAbstract	계속영업손익	1,042,593,000,000	1,042,593,000,000	49,796,000,000	49,796,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	entity00356361_udf_IS_2020511131459137_IncomeStatementAbstract	중단영업손익	328,379,000,000	328,379,000,000	-13,449,000,000	-13,449,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLoss	분기순이익(손실)	1,370,972,000,000	1,370,972,000,000	36,347,000,000	36,347,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToAbstract	분(반)기순이익(손실)의 귀속						
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	ifrs-full_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주지분	1,306,702,000,000	1,306,702,000,000	21,076,000,000	21,076,000,000		
손익계산서, 기능별 분류 - 연결재무제표	[051910]	LG화학	유가증권시장상장법인	201	기초 화학물질 제조업	12	2021-03-31	1분기보고서	KRW	entity00356361_udf_IS_20205111316428_ProfitLossAttributableToOwnersOfParent	      계속영업손익	978,323,000,000	978,323,000,000	34,525,000,000	34,525,000,000		
